Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,2.512953307,4.698992042,8.413547255,8.032599975,-1.225239827,3.091575916,3.974984091,4.39033795,5.271941503,5.484041833,2.817591208,4.209336465,3.312456737,3.523044985,4.501994816,5.233380947,3.326525616,4.73066586,6.785020109,4.858037686,4.892713066,3.417496762,0.848069581,-0.517919847,0.993066363,2.630999616,3.133870993,0.981228732,-1.270330495,-0.333929958,2.764647551,0.386103426,0.041962499,1.535125499,2.186115694,1.803900872,1.372350128,1.483969412,-1.224289001,-5.693236359,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.558851275,0.270304645,-4.585508281
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-5.299999999,-9.200000002,-12.6,-8.200000001,0.500000002,1.699999999,-1.899999999,2.699999998,9.800000002,13.5,9.8,9.3,9.600000001,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.400000001,4.8,5.999999999,4.200000001,1.2,1.1,4.1,4.1,4.5,-2.5
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-7.774634904,9.457358742,8.778340216,4.964467288,2.009094171,14.7285664,3.361232032,7.98268997,7.959224456,-4.655446914,22.17389193,17.08242935,5.896580215,4.065617347,0.882203178,2.153964497,9.453797849,6.912493547,7.615226042,5.591976207,3.773544197,1.506478254,1.309050242,1.755216977,4.30056182,7.177555391,5.937107446,6.20318382,4.690348768,4.192050974,1.438346791,-0.79949396,0.353197256,2.632784519,4.406216526,4.146839267,0.47490192,3.290213723,2.305388596,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.058473603,5.12110612,4.568679614,3.797848393,5.020111002,4.967721128,4.213517068,3.815506427,5.62910144,4.981132628,-0.316182729
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299968375,13.20003006,2.789750936,5.702796635,-7.943925229,-13.83783782,-15.45932822,-20.08515884,-5.42382191,7.084502408,9.915253894,2.121835264,3.65578939,5.443336633,5.321621422,-0.017324602,7.030293201,7.026812415,-0.175515413,3.102898745,8.542874764,8.40161606,2.886294575,-0.471566601,5.956274309,-0.088150201,10.91546945,4.024038626,3.875825448,4.335855917,4.739937225,3.757910125,4.600625666,-8.616551031
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.80863877,9.903468901,5.89750561,4.006621073,4.681632108,12.70538113,9.993580322,8.148386098,6.578939503,8.505895557,10.34052878,13.25008691,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,6.965797815,6.933313973,6.996903699,7.469169207,7.054106932,-3.147589098
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-2.290060344,12.07922685,20.90988292,45.30275362,5.344419884,-26.76823252,-4.612629567,1.05959334,-11.58499423,-16.50773235,-3.305785124,6.837606838,-0.8,4.838709677,-6.923076923,-0.826446281,-9.166666667,9.174311927,-3.361344538,-0.869565217,0,0.877192982,0.869565217,1.724137931,0,1.694915254,1.666666667,6.557377049,-1.538461538,6.25,-1.470588235,3.787462687,2.006324636,-1.629360204,4.951631626,-0.049295323,2.034947265,-2.091436758,0.802809912,-0.923899278,1.594321811,4.713645402,4.214851087,-0.697737743,10.40486376,5.137719245,0.889757537,3.775954286,3.926445438,-1.947556647
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,3.909904182,7.597675028,8.440121037,1.546903384,0.547738045,1.18672047,8.865807457,8.550068267,10.85699385,6.550345228,9.225374976,5.479794077,4.877251516,-1.864689129,4.268973825,6.801949416,5.301719051,5.383142657,5.842838026,6.823966776,-0.486745779,3.219886422,10.04280842,5.25344983,1.367715073,-3.93339486,3.996346661,9.732820703,3.149788354,0.600605778,6.121597843,-4.047892071,-0.609318192,1.828435302,-2.228012307,5.383690734,6.284804235,1.033704225,13.39486131,0.899999116,2.699999466,4.799999522,-14.39999655
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.935992652,3.895272531,9.020568283,9.473824718,7.31843358,11.99395661,9.079606554,13.16576829,14.5613667,10.05273481,10.54551355,7.214360722,14.89832266,9.511835434,7.839933338,13.2214478,12.3359822,10.9529857,8.671226707,-1.64568764,7.246176285,8.338078087,13.37617449,10.55164035,7.838864022,11.3272612,12.72369212,11.98771556,7.072893605,9.877552502,10.77805613,6.198642798,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.852031429
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.99046756,8.436165645,4.858291252,0.605127159,2.473325258,3.662054728,-1.789009125,4.694581871,0.213332576,3.014283152,17.32602042,10.24029806,10.60904498,7.514773,5.991575511,2.479756943,-7.076056431,-2.37026412,9.628406975,6.6258183,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,1.246129408,0.42746394,-8.685261653
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.203972505,4.353032506,1.646680948,7.515266859,5.871253118,4.621419633,4.445910661,7.384062011,6.983063821,6.812738432,7.047443179,7.67210351,8.683790338,6.642668609,4.206831364,5.497027516,4.747485922,4.238870591,7.281535995,6.740814952,0.655604365,0.143024831,-1.7100991,3.878031189,3.257060033,3.748183633,3.056251674,0.278241876,1.475175365,-0.534367225,2.889718069,2.143969893,4.12241575,5.423591751,0.437705879,3.976790155,5.163485203,2.471673021,0.497399302,3.550758474,0.208420062,0.440170113,2.514261469,5.450196657,4.097281015,5.202445244,5.509973009,3.893844309,-2.05003031,6.710229619,4.548640634,2.45119229,2.91130165,1.395360326,0.475019488,-0.232559819,2.053169951,1.65484389,0.78715465,-6.78442876
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,5.069963948,4.885133261,-1.425792382,-2.01020105,14.19063663,6.704578687,4.296563641,5.559857768,5.912556556,8.15901853,7.031254328,6.928323725,6.872091273,3.967608091,7.306376073,5.798782326,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.50303183
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.45111822,26.53316009,49.44737918,16.43834571,10.7656698,8.105241978,6.448862568,11.28593572,1.054966669,3.665723784,-0.525584634,1.341871619,3.839669278,3.423149827,3.227098269,6.679444617,2.68577931,1.549515002,9.310622524,9.069128269,10.23215558,7.975135559,0.867339877,2.540541789,3.811022415,2.453659572,0.581709757,1.582054551,0.782014001,-1.702174807,-7.15724707,-21.46426628
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.920272969,3.763018282,-30.14513259,2.619847686,5.281212071,8.043906248,9.535279869,7.145688998,5.300539377,6.099827602,8.20076584,7.993815693,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982916281
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,123.1395552,-13.59999997,-24.00000003,-8.862039363,-2.79546889,26.68090263,15.13279989,2.535953478,-31.30000005
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,10.31194071,3.792734406,-2.220528093,6.310253181,2.086342108,4.965383974,7.265573636,8.287765071,14.4020193,3.923731387,13.89966384,8.981004205,9.890701529,0.375678028,7.95307536,0.583199758,1.598560162,1.748225865,2.922587957,-0.694130142,6.286471215,2.670603511,0.048748554,-3.408063962,0.416450493,4.264611487,7.26740887,-0.410304726,6.195257291,1.691618574,4.94932194,-2.828899548,1.603862385,5.483411333,-0.19985174,-3.174377604,1.758665901,-1.360484662,3.646315171,3.501752646,2.926420885,-0.063943687,-20.37364179
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.154355311,4.306264348,2.008448652,7.198923747,5.645105522,4.935009275,4.316478183,7.071061272,6.895517387,6.517700898,6.948180302,7.16333046,8.016453021,6.278770786,3.547558746,5.457958386,4.897458045,4.453823827,7.346293581,6.710845769,0.814833073,-0.291026227,-1.918012681,3.874777592,3.227388583,3.833847088,3.232187557,0.621753873,1.796733734,-0.476397727,2.99415294,2.545360436,4.175628361,5.379922277,0.849577971,4.061287235,5.291907179,2.65057619,0.637361988,3.57566557,0.48975592,0.522687632,2.521379002,5.61030187,4.00841805,5.071798342,5.274860931,3.717767414,-2.010436518,6.426942051,4.445196336,2.506149407,2.875807928,1.3654768,0.544536345,-0.152699274,1.87589604,1.625375788,0.797500501,-6.722427286
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,2.607765812,1.276440718,2.09510143,2.365393981,1.6312443,3.563433237,4.079578973,2.595862166,1.98471569,0.537909742,1.759321497,0.381783713,-0.764366594,0.975617331,5.986118681,5.748235162,4.704538281,3.957916437,3.959364172,4.137152923,5.155510843,5.143290199,4.913611453,6.519504445,7.662505905,7.03459242,7.51607717,6.634304955,4.162104276,6.222421475,3.323339053,3.22310705,5.716526724,5.580114046,2.416852447,3.81625889,4.472510404,4.506178212,5.015963694,0.682575687
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,1.442290508,1.963349586,-0.96014476,0.483822488,3.023603472,5.384457778,3.75794993,1.000798317,-1.466553379,1.431351699,0.76264985,1.40748884,2.061699662,5.028056667,5.670491558,4.714169044,3.836271523,2.453810914,2.97066605,4.751216983,4.179386331,4.720197412,6.069814405,6.564393744,5.819819154,6.136425808,5.498141833,3.998327734,6.934443264,0.760390097,-3.256562196,3.405625766,4.339928043,-0.544999336,2.18135718,3.123733444,3.517118361,4.397470257,0.613176249
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,1.669222008,1.669219563,1.669225644,1.669222506,1.669232277,4.75867204,4.758677091,4.758676835,4.758671481,4.758672524,4.814820214,-1.590106881,0.538599942,4.28570942,7.020554489,4,9.230767982,5.633798309,4.491985305,2.252870971,1.801170074,3.608293844,4.332101206,6.866144132,5.8755504,6.9053018,7.225134855,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,,,,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,3.818019558,2.516748594,3.906433837,2.536953535,5.023789439,6.43902442,5.801094167,7.716819662,3.846629855,1.306905402,-0.410479919,7.057398935,3.845830837,6.126233165,3.33510669,5.100590268,5.653836852,6.403556925,5.846026516,5.699524769,4.1414957,4.813990971,5.099146561,4.999406369,4.355546917,1.725610691,2.472685038,2.299301414,6.399995307,4.599987245,4.399991252,6.900063252,5.599918727,5.500085232,3.799967205,6.405399698,4.698423046,4.300540498,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015967371,8.404733021,9.144572246,3.39573265,4.960700592,5.007683305,4.486634531,3.578169679,3.272000479,2.255176529,-3.569076137
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.634074856,3.174125605,6.386105392,6.70248267,3.937019483,2.570396591,3.333197821,6.394215133,9.274275844,8.823255579,6.144385537,5.59088224,5.714230324,5.601868722,2.3994966,8.26968448,3.872555603,0.493591103,0.078663265,-0.030893491,1.77127306,4.99586723,3.557002297,1.789743906,3.570302273,2.233850119,3.21855231,4.787602491,4.720014512,4.855798378,2.387538986,2.751332679,1.474989847,2.387171911,4.627483664,5.829251458,3.531232387,1.328380515,4.17818667,4.431143335,3.970572376,4.790110343,6.172905705,6.577389242,6.145683717,6.499834814,6.879544505,4.236100635,4.600307703,6.589970302,4.798997242,4.241466655,5.098272262,5.529998852,5.035454272,5.936798517,5.179460909,4.610893635,3.564290579,-3.415832133
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.01965482,3.572018996,4.663485683,7.720980329,5.942375853,4.807638345,3.219280943,5.777050606,8.269826623,8.33739245,6.482337208,6.117633446,7.044236735,5.915238943,4.077834654,6.049649205,4.420304046,3.486338893,4.547174973,4.458394295,2.097804078,2.919705068,1.775595882,4.67425433,4.448621739,4.013215108,4.837325032,4.110881752,3.006897433,2.065955382,1.327720028,1.483499325,3.408432763,3.363906887,3.888569305,5.429208824,5.06389324,2.578133088,3.730862917,5.788633228,3.748834069,4.756982601,5.959068612,7.713127158,7.26077608,8.204709513,8.873204835,5.966248123,3.158229379,7.835139155,6.29597654,5.287416771,5.45466555,4.923054129,4.3845183,4.614165337,5.168603159,4.828550691,3.989191059,-1.35238878
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.864795166,15.33181432,10.61506999,8.251118125,2.154105569,-0.40552139,10.91206152,-0.367120041,1.547536693,2.177071167,5.113717712,-0.202708346,26.40488106,10.98008895,-13.51349756,11.04912916,21.80903496,18.31687489,2.893918778,-2.74477924,0.694638145,4.457203889,1.986165354,5.534897826,2.61024933,4.684856037,0.72972822,8.601919079,5.795244407,6.04547333,6.966607113,6.956364957,3.509766478,5.979873128,3.290938546,5.597035759,3.703603596,1.53765564,0.476025102,3.875546814,3.561582191,0.723835961,4.559776811,1.692374206,3.466122481,4.230094854,4.187914418,5.522028201,-1.255514626,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.588364597,-3.141949946,-1.223137311,-0.381431982,-9.614037019
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-4.242788325,3.020754112,4.23393976,7.546652524,6.965654247,8.048364517,1.63018157,5.075745977,10.22550687,11.26888407,8.147041419,7.52271705,9.12906475,5.476416787,4.929728609,6.529850132,6.777055558,6.632092053,7.550693243,8.296949052,0.59394936,2.278460722,1.679019715,7.930267017,7.57658117,5.805577197,6.485245892,5.406825471,4.440127701,0.467914595,1.041053169,0.680535183,4.385287899,4.488458561,5.661034041,5.072254147,5.514325435,2.785085378,4.631708866,6.984145038,5.192184772,5.995992514,6.819055003,8.202080049,7.756236038,9.302361561,10.23670842,6.930452588,3.702694057,8.064002705,7.162732792,5.849850103,5.664288643,5.195986422,4.670611432,4.443645305,5.297756176,5.396183378,4.71323129,0.154468773
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.158464317,8.310921562,7.475758724,-1.141571156,3.695525421,6.526108902,6.751414576,10.56595699,6.569490118,7.732367604,7.414121335,11.10748014,2.614423033,-14.83860837,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.573771737,-0.132431461
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.829983122,1.358677671,3.43910854,7.865828819,-0.734933604,1.105904112,0.216730812,4.183872427,9.972857943,11.09445281,2.667233586,6.598198478,8.312668568,4.212474778,-6.571372925,2.534333945,1.569771442,4.074972055,2.345611433,0.840882984,-0.55095552,1.13130294,2.989075997,6.18693701,2.791704465,9.983939163,3.950974534,8.463282944,9.798065358,5.319931127,8.644188024,1.819652452,4.200650703,3.820920195,1.432199989,1.398074483,5.419833294,6.67451219,8.175181563,6.938130249,3.074354999,3.2254169,2.619378579,4.231891307,2.482874748,6.016715044,8.098667607,-0.300176194,-3.238954027,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,2.00437712,3.283806756,-1.776240229
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.588024309,8.836910718,6.335931915,2.756180067,5.675735172,6.328269951,7.087085682,8.422494257,8.281972087,10.71522829,11.96520396,9.943002121,-3.242799942,-14.24828338,-4.470941885,2.564422968,7.037317185,2.010744815,1.900096243,3.885027277,2.367609543,3.31308889,3.989480387,2.484326355,-3.618565992
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,10.02287703,8.459364837,0.732438677,6.693669074,14.29464408,7.811437032,5.024559841,7.979124452,3.65929498,13.29951269,5.186396277,4.252406606,3.296200601,-0.4190723,-0.279184682,-4.571131262,-2.358266047,5.74690231,2.888274244,8.91035876,11.64076174,26.63057679,8.075447739,13.39025202,14.47672913,3.39127516,1.274152541,25.12282269,21.61658789,9.242352874,10.75280699,-2.048310388,-21.51441131,-0.6789426,9.983192244,6.464613521,-2.511980044,-54.01140215
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,10.02884136,9.891739306,8.362165357,4.713460376,5.596893659,2.437237347,3.559310832,5.596049945,7.558221561,10.81278134,6.059167679,2.232663388,4.793787205,3.642164813,-1.74343493,8.957372023,1.386569577,6.418386321,6.007652072,9.271105769,-0.325004076,11.87523598,2.846202581,3.411812226,7.216088161,-2.097738761,-0.740591692,10.5880004,-5.405447867,12.37287628,-1.560702356,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531594152,5.923277686,4.243757321,3.815717917,5.245697297,3.009961262,4.5354242,2.669493927,4.536378168,1.05985639,4.254603273,3.148502656,2.607935495,-6.29325316
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.228060024,4.648309616,6.553757509,4.474611051,-0.972637494,4.411628782,3.553236083,3.953551301,3.534204929,1.685457433,0.922378369,2.432389472,1.194973349,1.484515634,1.708699684,2.452364682,2.484574172,4.598601474,4.163659309,2.643454173,1.015127899,1.366640153,-0.913917519,2.215623411,2.117152311,1.110730002,2.237248754,3.503266589,3.300542834,3.910229226,2.187732536,1.026495079,1.087536596,2.470484448,1.895415281,5.803936536,14.42889902,0.666834793,-11.30000062,2.099999899,7,1.000000923,9.599998464,7.200000717,4.899999169,3.500001391,-3.40000081,6.100000475,7.5,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.877060205,1.647064503,-6.542192023,-3.368254529,2.107716048,6.100000413,7.799999641,6.600000038,7.39999969,7.500000139,4.79999985,3.00000024,7.800000145,-6.000000289,7.100000084,5.818166405,-0.589734126,9.043865482,4.999625669,-0.338235324,4.408886724,4.69079339,4.301477742,3.683404261,-6.969047157
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.048632751,2.271069702,-0.929401624,3.962518848,-0.452253864,2.064552407,5.52856561,6.828786099,3.721222168,5.276455575,3.929365032,-1.272621531,-2.61847833,2.006879379,1.258691634,-3.068858391,2.364000359,-2.661805965,9.85465029,0.952707588,-9.8,-1.9,0.9,1.760181942,1.156344139,1.960224882,1.17491326,3.40692921,4.074880658,3.128905054,-6.306351594,1.180884942,2.099923187,-0.042101301,1.678592317,2.154204476,3.693492616,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892121,5.257003621,4.755845097,5.39850845,5.710564197,6.712632542,-3.978708613,0.619239746,1.578427051,3.011148115,2.300376232,3.339203113,3.132298073,3.993146064,3.933307595,3.194356515,4.41123213,-7.140611591
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.858646927,8.39794083,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.338300636,7.209910123,8.123128908,6.883688846,-33.4999021
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,16.25989109,4.000823568,-4.65802712,5.362767042,0.343926203,1.725153647,-3.013885531,-3.403329671,-0.912145942,-1.005946935,1.095040518,-0.432593748,3.754980261,2.603446843,13.2137832,4.117950837,4.658297981,2.68926166,2.493165464,2.782021082,4.88915254,3.547707957,4.614806545,1.839469348,6.790104554,1.28211243,1.379957059,4.951250422,7.970861405,4.947252157,5.834423481,5.202081166,4.752452673,0.801229716,5.048944133,3.938315979,3.451296883,2.733814424,2.947854311,2.376625326,4.58113555,1.659322922,1.475399068,1.175373537,-4.007670518
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.000000002,4.664414668,8.106886928,11.90548077,7.099999996,6.096139304,5.854924878,9.423278818,3.418620026,6.502484033,3.762467686,8.228807312,7.861119861,5.77682723,5.74448505,4.417444135,3.390639707,8.956942328,9.698170138,9.233251984,8.525606663,-0.520808042,-3.486421804,3.410814135,2.187693116,-3.078955375,1.722439312,1.283260997,4.105509331,5.175768386,4.214754839,3.541102416,1.941155848,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.176599456,-8.309034659
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,4.831228371,15.50800362,3.866025881,-6.257292643,24.54249933,9.363753782,7.789046773,-1.691608812,2.676246464,0.087825243,7.140858631,6.006240667,5.877726957,8.213253819,-10.30294677,-6.445662796,-0.81939372,-1.25514282,1.354079109,6.826085172,3.741452132,-1.615875909,0.949293706,2.35344276,-0.350859671,3.230407049,-6.179590788,3.184525712,6.668641057,-0.612309009,-2.295210414,4.017979699,-0.950334665,1.613921462,1.313258123,3.250554809,3.574750982,6.644663737,-2.207605402
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.163540266,3.278566386,4.782658285,7.986344897,6.025765413,4.885945869,3.263186678,5.848101903,8.330662259,8.502145996,6.535605733,6.25401856,7.179196694,5.903630838,4.102352433,6.104588695,4.45857401,3.588498833,4.634922301,4.491784732,2.077092386,2.954200058,1.771063856,4.810515224,4.538645661,4.034784802,4.825210283,4.118458108,3.049622119,2.127457576,1.325717416,1.497443773,3.447153697,3.388591947,3.867265014,5.424661358,5.070499876,2.554452875,3.755199541,5.841487292,3.730342936,4.767742335,5.982765916,7.744186211,7.273733356,8.248790681,8.922655072,5.974489871,3.142580622,7.852055877,6.399060448,5.438091166,5.487820903,4.932382866,4.4629345,4.651009919,5.198841618,4.84756093,3.983347831,-1.379661305
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.170767647,-6.565198677,-7.469271319,-1.758166181,-1.114727694,1.185103889,1.439981337,3.378735647,4.339027913,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-5.208444057
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,3.708410196,0.23099942,6.136954863,2.568996024,5.844016431,-1.455115802,-1.528826102,11.62504914,13.62343853,6.348647194,-1.463476332,10.39567721,-4.325839869,1.508804297,-7.378433046,1.820873772,-0.287011156,20.28663494,2.692620881,-0.139164289,7.389721044,4.177388109,-2.502395103,11.74520379,-3.21866249,3.172168177,3.779934051,0.921022398,7.055785404,4.829024339,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,2.453993612,5.838327027,4.146138373,10.03640396,19.56008086,17.01708956,12.1841698,11.16115819,10.49077317,7.049711215,3.311762074,2.284452306,-0.612390117,0.942370935,2.585279666,3.885190007,4.110514452,8.414236296,8.179105581,6.291390958,6.256492082,4.690932431,4.480749359,5.651104737,6.342493183,3.777335762,5.256980145,5.125601231,4.719974882,19.6812701,-1.174697348,2.565263253,4.07406885,0.140268127,3.383593576,2.510142345,4.7747056,3.826359416,-1.133873468,5.543639385,0.467050856,4.117707299,5.473355695,7.633538112,9.608132811,4.090917429,8.119425289,5.179224796,5.539566337,-7.001129615
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,2.28346888,8.810824479,3.125609639,2.147488639,2.525995628,-5.375174351,2.79249847,7.426243782,4.149198755,4.544330152,3.265764159,0.713378946,2.171777815,4.732066711,5.136158434,6.014451485,6.243224096,5.838771892,6.604598724,7.116933113,5.96823659,4.980956921,4.66772854,3.866810552,0.869360498,-2.523655442,-7.603960499,-4.281342645,3.248148014,1.059077704,4.488335846,7.766738256,6.779767595,7.203455397,6.686900343,6.034804228,5.761847222,8.478034119,12.41819164,12.46773004,11.70304562,12.98632489,13.69528734,13.56694201,13.30686931,12.50048629,11.07426765,10.4098444,10.06928609,7.520057227,6.485754004,7.898669478,8.19966375,3.277279417,10.50778078,5.7500645,6.404977325,6.750460146,3.1737744
